facility_name,state,zip_code,smr_date,mortality_rate,facility_name_lower
ASPIRUS KIDNEY CARE - MEDFORD,WI,54451,01Jan2021-31Dec2024,19.2,aspirus kidney care - medford
FMC - NEENAH,WI,54956,01Jan2021-31Dec2024,27.4,fmc - neenah
DaVita Fox River Dialysis,WI,54301,01Jan2021-31Dec2024,25.7,davita fox river dialysis
DaVita Wisconsin Avenue Dialysis,WI,53208,01Jan2021-31Dec2024,15.7,davita wisconsin avenue dialysis
DaVita Janesville Dialysis,WI,53545,01Jan2021-31Dec2024,26.0,davita janesville dialysis
DaVita Waukesha Dialysis,WI,53188,01Jan2021-31Dec2024,18.7,davita waukesha dialysis
FRESENIUS MEDICAL CARE MIDWEST SOUTH,WI,53221,01Jan2021-31Dec2024,20.7,fresenius medical care midwest south
DaVita Loomis Road Dialysis,WI,53221,01Jan2021-31Dec2024,15.0,davita loomis road dialysis
DaVita River Center Dialysis,WI,53202,01Jan2021-31Dec2024,22.6,davita river center dialysis
WRCG MILWAUKEE,WI,53203,01Jan2021-31Dec2024,17.2,wrcg milwaukee
DaVita Shawano Lake Dialysis,WI,54166,01Jan2021-31Dec2024,15.5,davita shawano lake dialysis
FRESENIUS MEDICAL CARE MIDWEST CAPITO,WI,53216,01Jan2021-31Dec2024,16.4,fresenius medical care midwest capito
DaVita Oconomowoc Dialysis,WI,53066,01Jan2021-31Dec2024,23.2,davita oconomowoc dialysis
DaVita Mukwonago Dialysis,WI,53149,01Jan2021-31Dec2024,22.9,davita mukwonago dialysis
DaVita Menomonee Falls Dialysis,WI,53051,01Jan2021-31Dec2024,20.4,davita menomonee falls dialysis
FRESENIUS MEDICAL CARE MIDWEST GOOD H,WI,53223,01Jan2021-31Dec2024,18.0,fresenius medical care midwest good h
DaVita Watertown Dialysis,WI,53094,01Jan2021-31Dec2024,25.7,davita watertown dialysis
DaVita Fond Du Lac Dialysis,WI,54937,01Jan2021-31Dec2024,22.6,davita fond du lac dialysis
DaVita Sheboygan Dialysis,WI,53081,01Jan2021-31Dec2024,23.6,davita sheboygan dialysis
FRESENIUS MEDICAL CARE MIDWEST RYAN R,WI,53154,01Jan2021-31Dec2024,17.7,fresenius medical care midwest ryan r
DaVita Cedarburg Dialysis,WI,53012,01Jan2021-31Dec2024,18.6,davita cedarburg dialysis
FMC - CENTRE POINT,WI,53214,01Jan2021-31Dec2024,22.5,fmc - centre point
FRESENIUS KIDNEY CARE SHOREWOOD,WI,53212,01Jan2021-31Dec2024,15.9,fresenius kidney care shorewood
DaVita Brookfield Dialysis,WI,53045,01Jan2021-31Dec2024,19.7,davita brookfield dialysis
DaVita Fort Atkinson Dialysis,WI,53538,01Jan2021-31Dec2024,20.8,davita fort atkinson dialysis
TRI STATE DIALYSIS,WI,53818,01Jan2021-31Dec2024,23.8,tri state dialysis
DaVita Spring City Dialysis,WI,53186,01Jan2021-31Dec2024,20.6,davita spring city dialysis
DaVita Bluemound Dialysis PD,WI,53226,01Jan2021-31Dec2024,24.7,davita bluemound dialysis pd
DaVita Lake Geneva Dialysis,WI,53147,01Jan2021-31Dec2024,22.2,davita lake geneva dialysis
FMC DIALYSIS - CHEQUAMEGON BAY,WI,54806,01Jan2021-31Dec2024,21.6,fmc dialysis - chequamegon bay
FRESENIUS MEDICAL CARE MIDWEST RACINE,WI,53406,01Jan2021-31Dec2024,25.0,fresenius medical care midwest racine
FRESENIUS MEDICAL CARE MIDWEST GLENDA,WI,53212,01Jan2021-31Dec2024,15.4,fresenius medical care midwest glenda
DaVita South Ridge Dialysis,WI,53220,01Jan2021-31Dec2024,18.6,davita south ridge dialysis
FRESENIUS MEDICAL CARE MIDWEST WEST B,WI,53095,01Jan2021-31Dec2024,18.9,fresenius medical care midwest west b
FRESENIUS MEDICAL CARE OSHKOSH,WI,54904,01Jan2021-31Dec2024,25.2,fresenius medical care oshkosh
FMC DIALYSIS - APPLETON,WI,54914,01Jan2021-31Dec2024,24.6,fmc dialysis - appleton
FMC - RIPON SOUTH,WI,54971,01Jan2021-31Dec2024,37.1,fmc - ripon south
DaVita West Appleton Dialysis,WI,53225,01Jan2021-31Dec2024,18.5,davita west appleton dialysis
FMC - KAUKAUNA,WI,54130,01Jan2021-31Dec2024,16.3,fmc - kaukauna
DaVita Marinette Dialysis,WI,54143,01Jan2021-31Dec2024,22.4,davita marinette dialysis
DaVita Green Bay Dialysis,WI,54302,01Jan2021-31Dec2024,17.0,davita green bay dialysis
DaVita Bay Shore Dialysis,WI,53209,01Jan2021-31Dec2024,19.7,davita bay shore dialysis
FRESENIUS KIDNEY CARE FITCHBURG,WI,53713,01Jan2021-31Dec2024,20.4,fresenius kidney care fitchburg
DaVita Sturgeon Bay Dialysis,WI,54235,01Jan2021-31Dec2024,20.5,davita sturgeon bay dialysis
DaVita Titletown Dialysis,WI,54303,01Jan2021-31Dec2024,16.7,davita titletown dialysis
FRESENIUS KIDNEY CARE AMERICAN PARKWA,WI,53718,01Jan2021-31Dec2024,17.7,fresenius kidney care american parkwa
DaVita Oshkosh West Dialysis,WI,54902,01Jan2021-31Dec2024,18.7,davita oshkosh west dialysis
FRESENIUS MEDICAL CARE MIDWEST LAKESH,WI,53235,01Jan2021-31Dec2024,15.6,fresenius medical care midwest lakesh
DaVita Manitowoc Dialysis,WI,54220,01Jan2021-31Dec2024,19.1,davita manitowoc dialysis
FRESENIUS MEDICAL CARE MIDWEST KENOSH,WI,53142,01Jan2021-31Dec2024,25.4,fresenius medical care midwest kenosh
ARA - MILWAUKEE,WI,53209,01Jan2021-31Dec2024,20.0,ara - milwaukee
DaVita Bluemound Dialysis,WI,53226,01Jan2021-31Dec2024,19.4,davita bluemound dialysis
FMC DIALYSIS - WAUPACA,WI,54981,01Jan2021-31Dec2024,19.1,fmc dialysis - waupaca
FRESENIUS MEDICAL CARE MIDWEST APPLET,WI,53222,01Jan2021-31Dec2024,18.2,fresenius medical care midwest applet
MONROE CLINIC DIALYSIS,WI,53566,01Jan2021-31Dec2024,17.7,monroe clinic dialysis
FRESENIUS MEDICAL CARE MIDWEST 27TH S,WI,53215,01Jan2021-31Dec2024,21.4,fresenius medical care midwest 27th s
DaVita Amery Dialysis,WI,54001,01Jan2021-31Dec2024,26.8,davita amery dialysis
DaVita Humboldt Ridge Dialysis,WI,53212,01Jan2021-31Dec2024,16.5,davita humboldt ridge dialysis
DaVita Oak Creek Dialysis,WI,53154,01Jan2021-31Dec2024,13.7,davita oak creek dialysis
DaVita Mequon Road Dialysis,WI,53022,01Jan2021-31Dec2024,21.7,davita mequon road dialysis
FMC - HAYWARD,WI,54843,01Jan2021-31Dec2024,22.7,fmc - hayward
FRESENIUS MEDICAL CARE MIDWEST WAUKES,WI,53188,01Jan2021-31Dec2024,18.1,fresenius medical care midwest waukes
FRESENIUS KIDNEY CARE SHAWANO,WI,54166,01Jan2021-31Dec2024,15.2,fresenius kidney care shawano
DaVita Harbor View Dialysis,WI,53405,01Jan2021-31Dec2024,22.4,davita harbor view dialysis
DaVita Willow Creek Dialysis,WI,53406,01Jan2021-31Dec2024,26.0,davita willow creek dialysis
DaVita Northern Star Dialysis,WI,54568,01Jan2021-31Dec2024,25.5,davita northern star dialysis
DaVita Stevens Point Dialysis,WI,54467,01Jan2021-31Dec2024,15.6,davita stevens point dialysis
DaVita Marshfield Dialysis,WI,54449,01Jan2021-31Dec2024,24.3,davita marshfield dialysis
DaVita Wisconsin Rapids Dialysis,WI,54494,01Jan2021-31Dec2024,21.3,davita wisconsin rapids dialysis
DaVita Rhinelander Dialysis,WI,54501,01Jan2021-31Dec2024,13.1,davita rhinelander dialysis
DaVita Wausau Dialysis,WI,54401,01Jan2021-31Dec2024,24.3,davita wausau dialysis
FRESENIUS MEDICAL CARE - MANITOWOC,WI,54220,01Jan2021-31Dec2024,24.2,fresenius medical care - manitowoc
DaVita Mill Street Home Training (PD),WI,53012,01Jan2021-31Dec2024,18.1,davita mill street home training (pd)
DaVita Lake Hallie Dialysis,WI,54729,01Jan2021-31Dec2024,18.3,davita lake hallie dialysis
DaVita Lake Country Dialysis (PD),WI,53018,01Jan2021-31Dec2024,26.9,davita lake country dialysis (pd)
DaVita Capitol Court Dialysis,WI,53216,01Jan2021-31Dec2024,20.6,davita capitol court dialysis
DaVita Chilton Dialysis,WI,53014,01Jan2021-31Dec2024,26.0,davita chilton dialysis
FRESENIUS MEDICAL CARE - MADISON CAPI,WI,53713,01Jan2021-31Dec2024,18.5,fresenius medical care - madison capi
FRESENIUS MEDICAL CARE - BARABOO,WI,53913,01Jan2021-31Dec2024,23.2,fresenius medical care - baraboo
FRESENIUS MEDICAL CARE - DODGEVILLE,WI,53533,01Jan2021-31Dec2024,17.8,fresenius medical care - dodgeville
DaVita Green Lake County Dialysis,WI,54923,01Jan2021-31Dec2024,19.6,davita green lake county dialysis
DaVita Hudson Dialysis,WI,54016,01Jan2021-31Dec2024,18.8,davita hudson dialysis
DaVita Sun Prairie Dialysis,WI,53590,01Jan2021-31Dec2024,21.1,davita sun prairie dialysis
DaVita Lake Delton Dialysis,WI,53965,01Jan2021-31Dec2024,35.4,davita lake delton dialysis
FRESENIUS KIDNEY CARE SLINGER,WI,53086,01Jan2021-31Dec2024,18.2,fresenius kidney care slinger
FRESENIUS KIDNEY CARE JANESVILLE,WI,53545,01Jan2021-31Dec2024,17.6,fresenius kidney care janesville
FRESENIUS KIDNEY CARE SUN PRAIRIE,WI,53590,01Jan2021-31Dec2024,16.4,fresenius kidney care sun prairie
DaVita Brown Deer Dialysis,WI,53223,01Jan2021-31Dec2024,26.7,davita brown deer dialysis
FRESENIUS KIDNEY CARE SILVER SPRINGS,WI,53209,01Jan2021-31Dec2024,18.1,fresenius kidney care silver springs
FRESENIUS KIDNEY CARE BROOKFIELD,WI,53045,01Jan2021-31Dec2024,10.5,fresenius kidney care brookfield
DaVita Estabrook Park Dialysis,WI,53212,01Jan2021-31Dec2024,21.8,davita estabrook park dialysis
CONCERTO WISCONSIN LLC,WI,53005,01Jan2021-31Dec2024,28.3,concerto wisconsin llc
FRESENIUS KIDNEY CARE GREENFIELD,WI,53220,01Jan2021-31Dec2024,20.6,fresenius kidney care greenfield
FRESENIUS MEDICAL CARE MIDWEST BURLIN,WI,53105,01Jan2021-31Dec2024,20.6,fresenius medical care midwest burlin
TRI STATE DIALYSIS,WI,53581,01Jan2021-31Dec2024,16.8,tri state dialysis
DaVita Dialysis Allouez,WI,54301,01Jan2021-31Dec2024,26.6,davita dialysis allouez
Fresenius Kidney Care Lombardi,WI,54304,01Jan2021-31Dec2024,23.1,fresenius kidney care lombardi
DaVita Rice Lake,WI,54868,01Jan2021-31Dec2024,24.3,davita rice lake
Fresenius Kidney Care Sheboygan,WI,53081,01Jan2021-31Dec2024,23.1,fresenius kidney care sheboygan
Fresenius Kidney Care Green Bay,WI,54115,01Jan2021-31Dec2024,23.1,fresenius kidney care green bay
GUNDERSEN LUTHERAN RENAL DIALYSIS - P,WI,53821,01Jan2021-31Dec2024,16.2,gundersen lutheran renal dialysis - p
GUNDERSEN LUTHERAN RENAL DIALYSIS - T,WI,54660,01Jan2021-31Dec2024,19.5,gundersen lutheran renal dialysis - t
FOND DU LAC DIALYSIS CTR,WI,54935,01Jan2021-31Dec2024,19.4,fond du lac dialysis ctr
MAYO DIALYSIS - BARRON,WI,54812,01Jan2021-31Dec2024,20.9,mayo dialysis - barron
GUNDERSEN LUTHERAN RENAL DIALYSIS - V,WI,54665,01Jan2021-31Dec2024,17.9,gundersen lutheran renal dialysis - v
MAYO CLINIC DIALYSIS - ONALASKA,WI,54650,01Jan2021-31Dec2024,16.0,mayo clinic dialysis - onalaska
MAYO CLINIC DIALYSIS - LONDON ROAD,WI,54701,01Jan2021-31Dec2024,13.0,mayo clinic dialysis - london road
ASPIRUS HOSP DIALYSIS CTR,WI,54401,01Jan2021-31Dec2024,23.2,aspirus hosp dialysis ctr
GUNDERSEN LUTHERAN RENAL DIALYSIS - O,WI,54650,01Jan2021-31Dec2024,17.7,gundersen lutheran renal dialysis - o
ASPIRUS LANGLADE HOSPITAL KIDNEY CARE,WI,54409,01Jan2021-31Dec2024,20.9,aspirus langlade hospital kidney care
BEAVER DAM DIALYSIS,WI,53916,01Jan2021-31Dec2024,17.9,beaver dam dialysis
532304 MEM HOSP OF SWEETWATER COUNTY/,WY,82901,01Jan2021-31Dec2024,34.7,532304 mem hosp of sweetwater county/
532305 CCMH DIALYSIS UNIT,WY,82716,01Jan2021-31Dec2024,28.7,532305 ccmh dialysis unit
532306 IVINSON MEMORIAL HOSP - DIALYS,WY,82072,01Jan2021-31Dec2024,28.9,532306 ivinson memorial hosp - dialys
532501 CHEYENNE DIALYSIS (FMC),WY,82009,01Jan2021-31Dec2024,23.7,532501 cheyenne dialysis (fmc)
532503 WIND RIVER DIALYSIS CENTER,WY,82514,01Jan2021-31Dec2024,23.2,532503 wind river dialysis center
USRC WYOMING KIDNEY,WY,82601,01Jan2021-31Dec2024,16.8,usrc wyoming kidney
532505 BIG HORN BASIN REGIONAL DIALYS,WY,82414,01Jan2021-31Dec2024,23.3,532505 big horn basin regional dialys
532506 Watt Dialysis Center LLC,WY,82801,01Jan2021-31Dec2024,23.4,532506 watt dialysis center llc
USRC Cheyenne Dialysis,WY,82009,01Jan2021-31Dec2024,46.7,usrc cheyenne dialysis
533501 EVANSTON REGIONAL HOSPITAL/DIA,WY,82930,01Jan2021-31Dec2024,25.9,533501 evanston regional hospital/dia
Advanced Dialysis Center,CA,91706,01Jan2021-31Dec2024,32.5,advanced dialysis center
RAI-EAST FIRST-TUSTIN,CA,92780,01Jan2021-31Dec2024,17.9,rai-east first-tustin
DaVita Tokay Dialysis Center,CA,95240,01Jan2021-31Dec2024,19.2,davita tokay dialysis center
DaVita Fresno Palm Bluffs Dialysis,CA,93711,01Jan2021-31Dec2024,30.4,davita fresno palm bluffs dialysis
FMC DIALYSIS SERVICES OF IRWINDALE,CA,91706,01Jan2021-31Dec2024,20.2,fmc dialysis services of irwindale
USRC Sherman Oaks Dialysis,CA,91403,01Jan2021-31Dec2024,23.0,usrc sherman oaks dialysis
FMC DIALYSIS SERVICES OF WOODLAND HIL,CA,91364,01Jan2021-31Dec2024,18.3,fmc dialysis services of woodland hil
DaVita Whittier Dialysis,CA,90603,01Jan2021-31Dec2024,30.5,davita whittier dialysis
DaVita Creekside Dialysis Center,CA,95688,01Jan2021-31Dec2024,18.5,davita creekside dialysis center
FRESENIUS MEDICAL CARE - DIABLO BRENT,CA,94513,01Jan2021-31Dec2024,22.4,fresenius medical care - diablo brent
DaVita College Dialysis,CA,92115,01Jan2021-31Dec2024,19.5,davita college dialysis
SHC WB Fremont,CA,94538,01Jan2021-31Dec2024,21.0,shc wb fremont
DaVita Carmel Mountain Dialysis,CA,92129,01Jan2021-31Dec2024,18.9,davita carmel mountain dialysis
FMCNA DIALYSIS SERVICES OF RANCHO,CA,92127,01Jan2021-31Dec2024,14.8,fmcna dialysis services of rancho
ARROYO DIALYSIS,CA,91105,01Jan2021-31Dec2024,15.0,arroyo dialysis
DaVita Costa Mesa Dialysis,CA,92626,01Jan2021-31Dec2024,25.6,davita costa mesa dialysis
DCI RANCHO DIALYSIS CLINIC,CA,95827,01Jan2021-31Dec2024,21.5,dci rancho dialysis clinic
DaVita Banning Dialysis,CA,92220,01Jan2021-31Dec2024,27.0,davita banning dialysis
DaVita White Lane Dialysis,CA,93309,01Jan2021-31Dec2024,41.5,davita white lane dialysis
RAI-CHADBOURNE-FAIRFIELD,CA,94534,01Jan2021-31Dec2024,20.5,rai-chadbourne-fairfield
DaVita Stockton Home Training Dialysi,CA,95207,01Jan2021-31Dec2024,23.2,davita stockton home training dialysi
SHC WB Modesto,CA,95354,01Jan2021-31Dec2024,25.5,shc wb modesto
FRESENIUS MEDICAL CARE OF SAN FERNAND,CA,91340,01Jan2021-31Dec2024,17.6,fresenius medical care of san fernand
USRC Grand Avenue Dialysis,CA,90015,01Jan2021-31Dec2024,14.8,usrc grand avenue dialysis
RAI-HARBOR BLVD - GARDEN GROVE,CA,92840,01Jan2021-31Dec2024,16.6,rai-harbor blvd - garden grove
DaVita Elk Grove Dialysis,CA,95758,01Jan2021-31Dec2024,22.6,davita elk grove dialysis
DaVita South Chico Dialysis Center,CA,95928,01Jan2021-31Dec2024,24.7,davita south chico dialysis center
FRESENIUS MEDICAL CARE OF SOUTH BAY,CA,90710,01Jan2021-31Dec2024,16.5,fresenius medical care of south bay
DaVita Marysville Dialysis Center,CA,95901,01Jan2021-31Dec2024,19.7,davita marysville dialysis center
DaVita Concord Dialysis Center,CA,94520,01Jan2021-31Dec2024,18.2,davita concord dialysis center
SHC Central Modesto,CA,95354,01Jan2021-31Dec2024,18.2,shc central modesto
DCI REDDING,CA,96003,01Jan2021-31Dec2024,26.9,dci redding
Mohan Dialysis Center of Glendora,CA,91740,01Jan2021-31Dec2024,16.4,mohan dialysis center of glendora
RAI - SECRET RAVINE PARKWAY - ROSEVIL,CA,95661,01Jan2021-31Dec2024,17.0,rai - secret ravine parkway - rosevil
DaVita Citrus Valley Dialysis,CA,92408,01Jan2021-31Dec2024,18.3,davita citrus valley dialysis
RAI - ELK GROVE BLVD - ELK GROVE,CA,95758,01Jan2021-31Dec2024,17.2,rai - elk grove blvd - elk grove
Home Dialysis Therapies of San Diego-,CA,92131,01Jan2021-31Dec2024,29.5,home dialysis therapies of san diego-
DaVita Crossroads Dialysis Center,CA,92831,01Jan2021-31Dec2024,20.0,davita crossroads dialysis center
DaVita Anaheim Hills Dialysis,CA,92807,01Jan2021-31Dec2024,19.8,davita anaheim hills dialysis
Home Dialysis Therapies of San Diego-,CA,91913,01Jan2021-31Dec2024,16.9,home dialysis therapies of san diego-
Canyon Country Dialysis Center,CA,91387,01Jan2021-31Dec2024,19.2,canyon country dialysis center
