facility_name,state,zip_code,smr_date,mortality_rate,facility_name_lower
DaVita Wickenburg Dialysis,AZ,85390,01Jan2021-31Dec2024,19.4,davita wickenburg dialysis
DaVita Power Road Dialysis PD,AZ,85206,01Jan2021-31Dec2024,30.3,davita power road dialysis pd
"032639 ESTRELLA MOUNTAIN DIALYSIS, LL",AZ,85037,01Jan2021-31Dec2024,26.7,"032639 estrella mountain dialysis, ll"
DaVita Sweetwater Ridge Dialysis,AZ,85381,01Jan2021-31Dec2024,23.9,davita sweetwater ridge dialysis
DaVita Phoenix Home Dialysis PD Only,AZ,85018,01Jan2021-31Dec2024,23.7,davita phoenix home dialysis pd only
032643 EAST TUCSON (FMC),AZ,85711,01Jan2021-31Dec2024,25.2,032643 east tucson (fmc)
DaVita Edge River Dialysis,AZ,85365,01Jan2021-31Dec2024,21.8,davita edge river dialysis
DaVita Fountain Hills Dialysis,AZ,85268,01Jan2021-31Dec2024,19.4,davita fountain hills dialysis
032646-FMC-GLENDALE TOWN CENTER,AZ,85302,01Jan2021-31Dec2024,25.8,032646-fmc-glendale town center
032647-FMC NORTH MOUNTAIN,AZ,85053,01Jan2021-31Dec2024,19.3,032647-fmc north mountain
032648-FMC OLD TOWN SCOTTSDALE,AZ,85251,01Jan2021-31Dec2024,18.5,032648-fmc old town scottsdale
032650 Fresenius Kidney Care Desert S,AZ,85035,01Jan2021-31Dec2024,15.9,032650 fresenius kidney care desert s
DaVita Swan Dialysis,AZ,85712,01Jan2021-31Dec2024,24.8,davita swan dialysis
DaVita Oro Valley Dialysis,AZ,85755,01Jan2021-31Dec2024,31.0,davita oro valley dialysis
032653-Fresenius Kidney Care Westgate,AZ,85305,01Jan2021-31Dec2024,22.9,032653-fresenius kidney care westgate
032654-Fresenius Kidney Care Canyon V,AZ,85635,01Jan2021-31Dec2024,18.2,032654-fresenius kidney care canyon v
DaVita Evergreen Park Dialysis,AZ,85006,01Jan2021-31Dec2024,20.0,davita evergreen park dialysis
032656-Fresenius Kidney Care Westgate,AZ,85305,01Jan2021-31Dec2024,15.3,032656-fresenius kidney care westgate
Fresenius Kidney Care Tangerine Cross,AZ,85658,01Jan2021-31Dec2024,23.6,fresenius kidney care tangerine cross
DaVita Dialysis Care at Palm Valley,AZ,85395,01Jan2021-31Dec2024,25.4,davita dialysis care at palm valley
Fresenius Kidney Care Prescott Valley,AZ,86314,01Jan2021-31Dec2024,22.3,fresenius kidney care prescott valley
"Scottsdale Kidney Center, LLC",AZ,85054,01Jan2021-31Dec2024,12.7,"scottsdale kidney center, llc"
032661-Fresenius Kidney Care Gateway,AZ,85225,01Jan2021-31Dec2024,24.3,032661-fresenius kidney care gateway
DaVita Stonebrook Dialysis,AZ,85374,01Jan2021-31Dec2024,26.7,davita stonebrook dialysis
DaVita Desert Dunes Dialysis,AZ,85364,01Jan2021-31Dec2024,19.5,davita desert dunes dialysis
Fresenius Kidney Care Cottonwood,AZ,86326,01Jan2021-31Dec2024,27.4,fresenius kidney care cottonwood
033503 GILA RIVER DIALYSIS WEST,AZ,85339,01Jan2021-31Dec2024,20.0,033503 gila river dialysis west
033504 VALLEYWISE COMPREHENSIVE HEALT,AZ,85345,01Jan2021-31Dec2024,8.4,033504 valleywise comprehensive healt
ST BERNARDS REGIONAL MED CTR-DIALYSIS,AR,72401,01Jan2021-31Dec2024,25.9,st bernards regional med ctr-dialysis
FT SMITH REGIONAL DIALYSIS CTR,AR,72908,01Jan2021-31Dec2024,25.0,ft smith regional dialysis ctr
DaVita River Valley Dialysis,AR,72801,01Jan2021-31Dec2024,24.1,davita river valley dialysis
FMCNA - HELENA,AR,72342,01Jan2021-31Dec2024,27.2,fmcna - helena
DaVita Degray Dialysis,AR,71923,01Jan2021-31Dec2024,25.6,davita degray dialysis
DaVita Springhill Dialysis,AR,72117,01Jan2021-31Dec2024,29.7,davita springhill dialysis
DaVita Searcy Dialysis,AR,72143,01Jan2021-31Dec2024,25.0,davita searcy dialysis
DaVita Conway Dialysis,AR,72034,01Jan2021-31Dec2024,22.2,davita conway dialysis
FMCNA - FAULKNER COUNTY,AR,72032,01Jan2021-31Dec2024,26.7,fmcna - faulkner county
FMCNA - LITTLE ROCK DIALYSIS,AR,72205,01Jan2021-31Dec2024,24.9,fmcna - little rock dialysis
DaVita Ouachita Valley Dialysis,AR,71701,01Jan2021-31Dec2024,26.9,davita ouachita valley dialysis
FKC - LAKE VILLAGE,AR,71653,01Jan2021-31Dec2024,28.5,fkc - lake village
FMCNA - EAST ARKANSAS,AR,72301,01Jan2021-31Dec2024,24.5,fmcna - east arkansas
DaVita Hot Springs Dialysis,AR,71913,01Jan2021-31Dec2024,28.7,davita hot springs dialysis
FMCNA - PINE BLUFF,AR,71601,01Jan2021-31Dec2024,23.2,fmcna - pine bluff
FMCNA - ST FRANCIS COUNTY DIALYSIS,AR,72335,01Jan2021-31Dec2024,25.4,fmcna - st francis county dialysis
DaVita Osceola Dialysis,AR,72370,01Jan2021-31Dec2024,38.7,davita osceola dialysis
DaVita South Arkansas Dialysis,AR,71730,01Jan2021-31Dec2024,26.7,davita south arkansas dialysis
FMCNA - STUTTGART DIALYSIS,AR,72160,01Jan2021-31Dec2024,24.3,fmcna - stuttgart dialysis
DaVita Fayetteville Dialysis,AR,72703,01Jan2021-31Dec2024,29.9,davita fayetteville dialysis
DaVita Bentonville Dialysis,AR,72712,01Jan2021-31Dec2024,23.5,davita bentonville dialysis
FMCNA - MONTICELLO,AR,71655,01Jan2021-31Dec2024,24.3,fmcna - monticello
DaVita Southwest Arkansas Dialysis,AR,71753,01Jan2021-31Dec2024,24.3,davita southwest arkansas dialysis
DaVita Little Rock Midtown Dialysis,AR,72205,01Jan2021-31Dec2024,30.8,davita little rock midtown dialysis
DaVita North Little Rock Dialysis Cen,AR,72117,01Jan2021-31Dec2024,25.6,davita north little rock dialysis cen
BMA BLYTHEVILLE,AR,72315,01Jan2021-31Dec2024,25.8,bma blytheville
DaVita Jacksonville Central Dialysis,AR,72076,01Jan2021-31Dec2024,25.2,davita jacksonville central dialysis
DaVita Jackson County Dialysis,AR,72112,01Jan2021-31Dec2024,25.3,davita jackson county dialysis
FMCNA - BENTON,AR,72015,01Jan2021-31Dec2024,25.2,fmcna - benton
DaVita Independence County Dialysis,AR,72501,01Jan2021-31Dec2024,28.6,davita independence county dialysis
DaVita Saline County Dialysis,AR,72015,01Jan2021-31Dec2024,25.0,davita saline county dialysis
DaVita Ashley Dialysis,AR,71635,01Jan2021-31Dec2024,12.9,davita ashley dialysis
USRC PARAGOULD,AR,72450,01Jan2021-31Dec2024,21.9,usrc paragould
DaVita Hempstead County Dialysis,AR,71801,01Jan2021-31Dec2024,23.3,davita hempstead county dialysis
USRC PINE BLUFF,AR,71603,01Jan2021-31Dec2024,34.5,usrc pine bluff
DaVita Renal Center of Mountain Home,AR,72653,01Jan2021-31Dec2024,32.2,davita renal center of mountain home
DaVita Springdale Dialysis,AR,72762,01Jan2021-31Dec2024,23.9,davita springdale dialysis
HOPE DIALYSIS CENTER,AR,71801,01Jan2021-31Dec2024,16.3,hope dialysis center
DaVita Malvern Dialysis,AR,72104,01Jan2021-31Dec2024,24.4,davita malvern dialysis
DaVita Central Little Rock Dialysis,AR,72204,01Jan2021-31Dec2024,27.2,davita central little rock dialysis
DaVita Renal Care Marion at Home,AR,72364,01Jan2021-31Dec2024,31.3,davita renal care marion at home
NORTH HILLS DIALYSIS,AR,72703,01Jan2021-31Dec2024,20.7,north hills dialysis
BENTON COUNTY DIALYSIS CTR,AR,72712,01Jan2021-31Dec2024,19.0,benton county dialysis ctr
DaVita Bradley County Dialysis,AR,71671,01Jan2021-31Dec2024,25.2,davita bradley county dialysis
NEA BAPTIST CLINIC - MIDDLEFIELD,AR,72401,01Jan2021-31Dec2024,26.7,nea baptist clinic - middlefield
DaVita Miller County Dialysis,AR,71854,01Jan2021-31Dec2024,26.9,davita miller county dialysis
DIALYSIS CENTER OF SILOAM SPRINGS,AR,72761,01Jan2021-31Dec2024,17.0,dialysis center of siloam springs
"VAMANA, INC",AR,71854,01Jan2021-31Dec2024,26.2,"vamana, inc"
DaVita Mena Dialysis Center,AR,71953,01Jan2021-31Dec2024,30.0,davita mena dialysis center
DCI - MCCRORY,AR,72101,01Jan2021-31Dec2024,16.1,dci - mccrory
HARRISON DIALYSIS,AR,72601,01Jan2021-31Dec2024,25.6,harrison dialysis
DaVita Forrest City Dialysis,AR,72335,01Jan2021-31Dec2024,22.7,davita forrest city dialysis
NEA BAPTIST CLINIC - HILLTOP,AR,72401,01Jan2021-31Dec2024,23.3,nea baptist clinic - hilltop
FMCNA - EAST LITTLE ROCK,AR,72204,01Jan2021-31Dec2024,22.4,fmcna - east little rock
DaVita South Little Rock Dialysis,AR,72209,01Jan2021-31Dec2024,20.0,davita south little rock dialysis
DCI - LITTLE ROCK RENAL SERVICES LLC,AR,72204,01Jan2021-31Dec2024,19.0,dci - little rock renal services llc
DaVita Pocahontas Dialysis,AR,72455,01Jan2021-31Dec2024,26.1,davita pocahontas dialysis
HIDDEN SPRINGS DIALYSIS CTR,AR,72712,01Jan2021-31Dec2024,24.7,hidden springs dialysis ctr
DaVita Diamond State Dialysis,AR,72117,01Jan2021-31Dec2024,28.2,davita diamond state dialysis
DaVita College City Dialysis,AR,72032,01Jan2021-31Dec2024,17.2,davita college city dialysis
SPRINGDALE DIALYSIS CTR,AR,72764,01Jan2021-31Dec2024,15.2,springdale dialysis ctr
VAN BUREN DIALYSIS CENTER,AR,72956,01Jan2021-31Dec2024,24.1,van buren dialysis center
DaVita Twin Cities,AR,71854,01Jan2021-31Dec2024,20.6,davita twin cities
ST BERNARDS-WYNNE,AR,72396,01Jan2021-31Dec2024,15.9,st bernards-wynne
SANTA CLARA VALLEY RENAL CARE CENTER,CA,95128,01Jan2021-31Dec2024,20.6,santa clara valley renal care center
St. Joseph Hospital Renal Center,CA,92868,01Jan2021-31Dec2024,22.9,st. joseph hospital renal center
Kaiser Foundation Hospital Medical Ct,CA,90027,01Jan2021-31Dec2024,17.7,kaiser foundation hospital medical ct
Arrowhead Regional Medical Center,CA,92324,01Jan2021-31Dec2024,15.3,arrowhead regional medical center
Kaiser Foundation Hospital Medical Ct,CA,92335,01Jan2021-31Dec2024,34.7,kaiser foundation hospital medical ct
Kaiser Foundation Hospital Medical Ct,CA,91365,01Jan2021-31Dec2024,16.0,kaiser foundation hospital medical ct
Kaiser Foundation Hospital Medical Ct,CA,92505,01Jan2021-31Dec2024,25.9,kaiser foundation hospital medical ct
Kaiser Foundation Hospital Medical Ct,CA,90034,01Jan2021-31Dec2024,29.4,kaiser foundation hospital medical ct
Kaiser Foundation Hospital Medical Ct,CA,90242,01Jan2021-31Dec2024,25.1,kaiser foundation hospital medical ct
LUCILE PACKARD STANFORD PEDIATRIC DIA,CA,94304,01Jan2021-31Dec2024,38.5,lucile packard stanford pediatric dia
KAISER PERMANENTE - SANTA CLARA,CA,95051,01Jan2021-31Dec2024,27.8,kaiser permanente - santa clara
Kaiser Foundation Hospital Medical Ct,CA,92806,01Jan2021-31Dec2024,18.1,kaiser foundation hospital medical ct
KAISER HOSPITAL ESRD PD UNIT,CA,94545,01Jan2021-31Dec2024,17.6,kaiser hospital esrd pd unit
Kaiser Foundation Hospital Medical Ct,CA,91744,01Jan2021-31Dec2024,31.5,kaiser foundation hospital medical ct
KAISER PERMANENTE MARTINEZ,CA,94553,01Jan2021-31Dec2024,28.2,kaiser permanente martinez
Kaiser Foundation Hospital Medical Ct,CA,91761,01Jan2021-31Dec2024,19.4,kaiser foundation hospital medical ct
Kaiser Foundation Hospital Medical Ct,CA,92555,01Jan2021-31Dec2024,22.5,kaiser foundation hospital medical ct
DaVita Kidney Dialysis Care Unit,CA,90262,01Jan2021-31Dec2024,21.9,davita kidney dialysis care unit
DaVita Mainplace Dialysis Center,CA,92868,01Jan2021-31Dec2024,23.7,davita mainplace dialysis center
DaVita Fullerton Dialysis,CA,92832,01Jan2021-31Dec2024,29.4,davita fullerton dialysis
SANTA BARBARA COMMUNITY DIALYSIS CENT,CA,93110,01Jan2021-31Dec2024,11.6,santa barbara community dialysis cent
SHC Stevens Creek,CA,95129,01Jan2021-31Dec2024,24.5,shc stevens creek
USRC LOS ALAMITOS DIALYSIS,CA,90720,01Jan2021-31Dec2024,26.8,usrc los alamitos dialysis
DaVita Antelope Valley Dialysis,CA,93534,01Jan2021-31Dec2024,28.1,davita antelope valley dialysis
"Mobile Dialysis Services, Inc. (Compt",CA,90220,01Jan2021-31Dec2024,24.4,"mobile dialysis services, inc. (compt"
BIO-MEDICAL LONG BEACH COMMUNITY HEMO,CA,90813,01Jan2021-31Dec2024,17.5,bio-medical long beach community hemo
BMA SANTA ROSA,CA,95404,01Jan2021-31Dec2024,16.1,bma santa rosa
DaVita Escondido Dialysis,CA,92025,01Jan2021-31Dec2024,16.4,davita escondido dialysis
SHC Larkspur,CA,94904,01Jan2021-31Dec2024,20.5,shc larkspur
DaVita Redding Dialysis Center,CA,96001,01Jan2021-31Dec2024,21.4,davita redding dialysis center
SCH Modesto Coffee,CA,95355,01Jan2021-31Dec2024,24.8,sch modesto coffee
DaVita Riverside Dialysis Center,CA,92501,01Jan2021-31Dec2024,23.3,davita riverside dialysis center
RAI - EAST BAY - OAKLAND,CA,94601,01Jan2021-31Dec2024,17.0,rai - east bay - oakland
NATIONAL CITY DIALYSIS CENTER,CA,91950,01Jan2021-31Dec2024,19.2,national city dialysis center
DaVita Inglewood Dialysis,CA,90301,01Jan2021-31Dec2024,22.9,davita inglewood dialysis
DaVita Palm Springs Dialysis,CA,92262,01Jan2021-31Dec2024,22.2,davita palm springs dialysis
FMC EUREKA,CA,95503,01Jan2021-31Dec2024,23.0,fmc eureka
FMCNA OF CULVER CITY,CA,90230,01Jan2021-31Dec2024,15.1,fmcna of culver city
USRC Northridge Roscoe Dialysis,CA,91324,01Jan2021-31Dec2024,20.2,usrc northridge roscoe dialysis
DaVita Daly City Dialysis,CA,94015,01Jan2021-31Dec2024,17.1,davita daly city dialysis
FRESENIUS MEDICAL CARE BURBANK,CA,91506,01Jan2021-31Dec2024,20.3,fresenius medical care burbank
Loma Linda University Kidney Center,CA,92354,01Jan2021-31Dec2024,20.4,loma linda university kidney center
DaVita Upland Dialysis,CA,91786,01Jan2021-31Dec2024,28.3,davita upland dialysis
DaVita Chico Dialysis Center,CA,95926,01Jan2021-31Dec2024,20.5,davita chico dialysis center
DaVita Valley Dialysis Center,CA,91405,01Jan2021-31Dec2024,23.7,davita valley dialysis center
SHC Capitola,CA,95010,01Jan2021-31Dec2024,19.0,shc capitola
USRC Skypark Dialysis,CA,90505,01Jan2021-31Dec2024,19.0,usrc skypark dialysis
DaVita San Pablo Dialysis,CA,94806,01Jan2021-31Dec2024,21.4,davita san pablo dialysis
DaVita Victor Valley Dialysis,CA,92307,01Jan2021-31Dec2024,24.2,davita victor valley dialysis
DaVita Yuba City Dialysis Center,CA,95991,01Jan2021-31Dec2024,23.6,davita yuba city dialysis center
DaVita Garfield Hemodialysis Center,CA,91754,01Jan2021-31Dec2024,21.1,davita garfield hemodialysis center
DaVita Silverado Dialysis,CA,94558,01Jan2021-31Dec2024,18.4,davita silverado dialysis
DaVita Vallejo Dialysis,CA,94590,01Jan2021-31Dec2024,20.9,davita vallejo dialysis
DaVita Pleasanton Dialysis Center,CA,94588,01Jan2021-31Dec2024,15.9,davita pleasanton dialysis center
DaVita South Sacramento Dialysis Cent,CA,95823,01Jan2021-31Dec2024,22.9,davita south sacramento dialysis cent
DaVita Union City Dialysis Center,CA,94587,01Jan2021-31Dec2024,22.7,davita union city dialysis center
SHC East San Jose,CA,95116,01Jan2021-31Dec2024,18.8,shc east san jose
DaVita Downey Dialysis Center,CA,90242,01Jan2021-31Dec2024,25.4,davita downey dialysis center
FRESENIUS MEDICAL CARE BALBOA - KEARN,CA,92111,01Jan2021-31Dec2024,20.2,fresenius medical care balboa - kearn
RAI HARDING BLVD,CA,95661,01Jan2021-31Dec2024,23.2,rai harding blvd
CONEJO VALLEY RENAL CENTER,CA,91360,01Jan2021-31Dec2024,19.6,conejo valley renal center
DaVita Covina Dialysis Center,CA,91790,01Jan2021-31Dec2024,20.4,davita covina dialysis center
USRC Gardena Dialysis,CA,90247,01Jan2021-31Dec2024,27.5,usrc gardena dialysis
USRC MONTEREY DIALYSIS,CA,93940,01Jan2021-31Dec2024,17.6,usrc monterey dialysis
DaVita Merced Dialysis,CA,95340,01Jan2021-31Dec2024,16.9,davita merced dialysis
USRC Van Nuys Dialysis,CA,91405,01Jan2021-31Dec2024,16.2,usrc van nuys dialysis
FMC-University Dialysis Center of Ora,CA,92868,01Jan2021-31Dec2024,13.7,fmc-university dialysis center of ora
RAI - COMPTON - LOS ANGELES,CA,90059,01Jan2021-31Dec2024,17.8,rai - compton - los angeles
DaVita Pomona Dialysis,CA,91767,01Jan2021-31Dec2024,20.8,davita pomona dialysis
DaVita Mission Viejo Dialysis,CA,92692,01Jan2021-31Dec2024,20.2,davita mission viejo dialysis
SHC South San Jose,CA,95123,01Jan2021-31Dec2024,15.0,shc south san jose
DaVita Lakeport Dialysis Center,CA,95453,01Jan2021-31Dec2024,19.2,davita lakeport dialysis center
DaVita Salinas Valley Dialysis Center,CA,93901,01Jan2021-31Dec2024,23.9,davita salinas valley dialysis center
DaVita Manzanita Dialysis Center,CA,95608,01Jan2021-31Dec2024,19.7,davita manzanita dialysis center
Santa Barbara Artificial Kidney Cente,CA,93101,01Jan2021-31Dec2024,22.5,santa barbara artificial kidney cente
DaVita Fresno Dialysis,CA,93722,01Jan2021-31Dec2024,25.7,davita fresno dialysis
SHC Sonora,CA,95327,01Jan2021-31Dec2024,28.0,shc sonora
RAI PIEDMONT,CA,94612,01Jan2021-31Dec2024,24.2,rai piedmont
BMA OF CENTRAL VALLEY RURAL DIALYSIS,CA,93654,01Jan2021-31Dec2024,19.1,bma of central valley rural dialysis
DaVita Eaton Canyon Dialysis,CA,91107,01Jan2021-31Dec2024,22.1,davita eaton canyon dialysis
DaVita Auburn Dialysis,CA,95603,01Jan2021-31Dec2024,21.6,davita auburn dialysis
DaVita Napa Dialysis Center,CA,94558,01Jan2021-31Dec2024,17.8,davita napa dialysis center
RAI - GARDEN GROVE BLVD - GARDEN GROV,CA,92843,01Jan2021-31Dec2024,25.8,rai - garden grove blvd - garden grov
DaVita Fairfield Dialysis Center,CA,94534,01Jan2021-31Dec2024,20.6,davita fairfield dialysis center
DaVita Hemet Dialysis Center,CA,92545,01Jan2021-31Dec2024,24.4,davita hemet dialysis center
DaVita Brea Dialysis Center,CA,92821,01Jan2021-31Dec2024,24.2,davita brea dialysis center
DaVita East LA Plaza Dialysis,CA,90033,01Jan2021-31Dec2024,22.0,davita east la plaza dialysis
FRESENIUS KIDNEY CARE OF PETALUMA,CA,94954,01Jan2021-31Dec2024,18.1,fresenius kidney care of petaluma
DaVita La Palma Dialysis,CA,90620,01Jan2021-31Dec2024,20.4,davita la palma dialysis
DaVita Hanford Dialysis,CA,93230,01Jan2021-31Dec2024,22.5,davita hanford dialysis
SHC Watsonville,CA,95076,01Jan2021-31Dec2024,13.8,shc watsonville
SHC Santa Rosa,CA,95407,01Jan2021-31Dec2024,23.0,shc santa rosa
DaVita Wilshire Dialysis Center,CA,90017,01Jan2021-31Dec2024,27.0,davita wilshire dialysis center
MISSION HILLS DIALYSIS LLC,CA,91345,01Jan2021-31Dec2024,18.3,mission hills dialysis llc
RAI - CENTINELA - INGLEWOOD,CA,90302,01Jan2021-31Dec2024,16.8,rai - centinela - inglewood
DaVita Bakersfield Brimhall Dialysis,CA,93312,01Jan2021-31Dec2024,29.7,davita bakersfield brimhall dialysis
DaVita Burbank Dialysis,CA,91504,01Jan2021-31Dec2024,19.7,davita burbank dialysis
DaVita Simi Valley Dialysis,CA,93065,01Jan2021-31Dec2024,19.6,davita simi valley dialysis
DaVita Huntington Beach Dialysis,CA,92649,01Jan2021-31Dec2024,21.7,davita huntington beach dialysis
DaVita Tower Dialysis,CA,90048,01Jan2021-31Dec2024,21.5,davita tower dialysis
FMC-Alhambra,CA,91803,01Jan2021-31Dec2024,22.9,fmc-alhambra
SHC Turlock,CA,95382,01Jan2021-31Dec2024,21.2,shc turlock
DaVita San Juan Capistrano South Dial,CA,92675,01Jan2021-31Dec2024,21.7,davita san juan capistrano south dial
DaVita Paramount Dialysis Center,CA,90723,01Jan2021-31Dec2024,25.4,davita paramount dialysis center
CHULA VISTA DIALYSIS CENTER - SOUTH,CA,92154,01Jan2021-31Dec2024,16.1,chula vista dialysis center - south
RAI - NORTH GAREY - POMONA,CA,91767,01Jan2021-31Dec2024,20.3,rai - north garey - pomona
DIALYSIS CENTERS OF VENTURA COUNTY,CA,93003,01Jan2021-31Dec2024,20.2,dialysis centers of ventura county
RAI - CORPORATE WAY - PALM DESERT,CA,92260,01Jan2021-31Dec2024,25.8,rai - corporate way - palm desert
Kidney Institute of the Desert,CA,92201,01Jan2021-31Dec2024,22.3,kidney institute of the desert
DaVita Corona Dialysis Center,CA,92881,01Jan2021-31Dec2024,22.0,davita corona dialysis center
DaVita Antelope Dialysis Center,CA,95621,01Jan2021-31Dec2024,21.9,davita antelope dialysis center
DaVita Santa Monica Dialysis,CA,90404,01Jan2021-31Dec2024,13.8,davita santa monica dialysis
DaVita Tulare Dialysis,CA,93274,01Jan2021-31Dec2024,21.0,davita tulare dialysis
CAMARILLO DIALYSIS CENTER,CA,93010,01Jan2021-31Dec2024,16.5,camarillo dialysis center
DaVita Imperial Dialysis,CA,90303,01Jan2021-31Dec2024,18.5,davita imperial dialysis
DaVita United Dialysis Center,CA,90807,01Jan2021-31Dec2024,15.7,davita united dialysis center
DaVita Delano Dialysis,CA,93215,01Jan2021-31Dec2024,22.6,davita delano dialysis
DaVita East Bay Peritoneal Dialysis C,CA,94578,01Jan2021-31Dec2024,17.4,davita east bay peritoneal dialysis c
DCI UNIVERSITY DIALYSIS CLINIC,CA,95816,01Jan2021-31Dec2024,22.0,dci university dialysis clinic
SAN JOAQUIN VALLEY DIALYSIS,CA,93726,01Jan2021-31Dec2024,23.5,san joaquin valley dialysis
GATEWAY DIALYSIS CENTER - EAST,CA,92102,01Jan2021-31Dec2024,15.1,gateway dialysis center - east
DaVita Fontana Dialysis,CA,92335,01Jan2021-31Dec2024,25.8,davita fontana dialysis
RAI - EAST OLYMPIC - LOS ANGELES,CA,90022,01Jan2021-31Dec2024,28.8,rai - east olympic - los angeles
Peritoneal Dialysis Center of America,CA,91754,01Jan2021-31Dec2024,16.9,peritoneal dialysis center of america
DaVita Hayward Dialysis Center,CA,94541,01Jan2021-31Dec2024,18.2,davita hayward dialysis center
FRESENIUS MEDICAL CARE BALBOA LA MESA,CA,91942,01Jan2021-31Dec2024,19.1,fresenius medical care balboa la mesa
BMA CARSON COMMUNITY DIALYSIS,CA,90746,01Jan2021-31Dec2024,13.7,bma carson community dialysis
DaVita Walnut Creek Dialysis Center,CA,94598,01Jan2021-31Dec2024,19.7,davita walnut creek dialysis center
EL CENTRO DESERT DIALYSIS CENTER,CA,92243,01Jan2021-31Dec2024,18.2,el centro desert dialysis center
DaVita Cameron Park Dialysis,CA,95682,01Jan2021-31Dec2024,22.6,davita cameron park dialysis
FRESENIUS MEDICAL CARE LOS GATOS,CA,95032,01Jan2021-31Dec2024,17.5,fresenius medical care los gatos
DaVita Los Angeles Dialysis Center,CA,90062,01Jan2021-31Dec2024,22.7,davita los angeles dialysis center
DaVita Visalia Dialysis,CA,93277,01Jan2021-31Dec2024,25.7,davita visalia dialysis
High Desert Hemodialysis,CA,93551,01Jan2021-31Dec2024,23.3,high desert hemodialysis
DaVita Monterey Park Dialysis Center,CA,91754,01Jan2021-31Dec2024,22.1,davita monterey park dialysis center
USRC Earl Street Dialysis,CA,90503,01Jan2021-31Dec2024,23.3,usrc earl street dialysis
RAI - WEST MARCH - STOCKTON,CA,95219,01Jan2021-31Dec2024,23.4,rai - west march - stockton
Fresenius N. California - Stockton,CA,95204,01Jan2021-31Dec2024,22.0,fresenius n. california - stockton
DaVita Atwater Dialysis,CA,95301,01Jan2021-31Dec2024,21.1,davita atwater dialysis
DaVita Alhambra Dialysis Center,CA,95816,01Jan2021-31Dec2024,23.8,davita alhambra dialysis center
FRESENIUS MEDICAL CARE NORTH COAST KI,CA,92056,01Jan2021-31Dec2024,15.7,fresenius medical care north coast ki
DaVita Vacaville Dialysis Center,CA,95688,01Jan2021-31Dec2024,21.1,davita vacaville dialysis center
"La Puente Dialysis Center, Inc.",CA,91744,01Jan2021-31Dec2024,22.9,"la puente dialysis center, inc."
SOUTHGATE DIALYSIS,CA,95823,01Jan2021-31Dec2024,25.1,southgate dialysis
